siteid,sitename_x,station_code,lat_x,lon_x,monitordate,PM10,O3,CO,SO2,WS_HR,RH,PM2.5,CH4,AMB_TEMP,WIND_SPEED,NMHC,THC,NO2,NO,NOx,system:index,Albedo,BSI,EVI,LST_C,MNDWI,NDBI,NDVI,NDWI,SAVI,image_date,image_id,lat_y,lon_y,month,sitename_y,year,.geo,date_diff_days
51,Daliao,51,22.56413611,120.425311,10/04/2025,46,26,0.26,1.4,0.6,76,25.5,2.22,30.3,1.1,0.11,2.33,8,0.8,9.9,2_LC09_118044_20250416_49_0,0.16291271,-0.029586443,0.269532767,42.70406432,-0.291729479,-0.099348208,0.385275197,-0.380062414,0.240640447,16/04/2025,2_LC09_118044_20250416,22.564136,120.425311,4,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
51,Daliao,51,22.56413611,120.425311,11/04/2025,53,38,0.33,2,1,75,20.9,2.09,26,1.3,0.12,2.22,13,1.5,14.7,2_LC09_118044_20250416_49_0,0.16291271,-0.029586443,0.269532767,42.70406432,-0.291729479,-0.099348208,0.385275197,-0.380062414,0.240640447,16/04/2025,2_LC09_118044_20250416,22.564136,120.425311,4,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
51,Daliao,51,22.56413611,120.425311,12/04/2025,68,30,0.37,1.7,0.7,65,29.4,2.11,21.3,0.9,0.16,2.27,20,3.4,23.6,2_LC09_118044_20250416_49_0,0.16291271,-0.029586443,0.269532767,42.70406432,-0.291729479,-0.099348208,0.385275197,-0.380062414,0.240640447,16/04/2025,2_LC09_118044_20250416,22.564136,120.425311,4,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
51,Daliao,51,22.56413611,120.425311,05/05/2025,27,21,0.17,1.2,1.1,72,10.8,2.14,29.9,1.4,0.01,2.15,6,1.1,7.4,2_LC09_118044_20250502_49_0,0.15369262,-0.04178775,0.273801626,46.04688788,-0.298903334,-0.103332704,0.401532073,-0.390184606,0.241006676,02/05/2025,2_LC09_118044_20250502,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-3
51,Daliao,51,22.56413611,120.425311,06/05/2025,25,21,0.24,2.2,0.8,85,9.9,2.1,28.9,1.1,0.12,2.23,8,2,10.5,2_LC09_118044_20250502_49_0,0.15369262,-0.04178775,0.273801626,46.04688788,-0.298903334,-0.103332704,0.401532073,-0.390184606,0.241006676,02/05/2025,2_LC09_118044_20250502,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-4
51,Daliao,51,22.56413611,120.425311,07/05/2025,75,16,0.13,0.4,1.8,84,7.3,2.06,27.5,2.1,0.02,2.09,4,1,5.4,2_LC09_118044_20250502_49_0,0.15369262,-0.04178775,0.273801626,46.04688788,-0.298903334,-0.103332704,0.401532073,-0.390184606,0.241006676,02/05/2025,2_LC09_118044_20250502,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
51,Daliao,51,22.56413611,120.425311,08/05/2025,27,14,0.13,0.5,1.2,91,11.2,2.11,28.4,1.5,0.02,2.14,4,1.1,5.2,2_LC09_118044_20250502_49_0,0.15369262,-0.04178775,0.273801626,46.04688788,-0.298903334,-0.103332704,0.401532073,-0.390184606,0.241006676,02/05/2025,2_LC09_118044_20250502,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
51,Daliao,51,22.56413611,120.425311,09/05/2025,38,32,0.24,1.6,0.5,78,21.2,2.06,30.1,0.8,0.11,2.17,10,1.4,11.6,2_LC09_118044_20250502_49_0,0.15369262,-0.04178775,0.273801626,46.04688788,-0.298903334,-0.103332704,0.401532073,-0.390184606,0.241006676,02/05/2025,2_LC09_118044_20250502,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
51,Daliao,51,22.56413611,120.425311,10/05/2025,40,26,0.25,1.5,0.8,75,23.3,2.14,29.7,1,0.05,2.2,7,1.2,8.2,2_LC09_118044_20250502_49_0,0.15369262,-0.04178775,0.273801626,46.04688788,-0.298903334,-0.103332704,0.401532073,-0.390184606,0.241006676,02/05/2025,2_LC09_118044_20250502,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
51,Daliao,51,22.56413611,120.425311,11/05/2025,52,40,0.3,1.8,0.9,77,21.2,2.06,26.9,1.2,0.13,2.2,13,1.3,14.9,1_LC08_117044_20250519_49_0,0.165042695,-0.100480353,0.350798088,48.60698486,-0.332044525,-0.196588794,0.507297732,-0.496240602,0.328379208,19/05/2025,1_LC08_117044_20250519,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
51,Daliao,51,22.56413611,120.425311,12/05/2025,56,31,0.34,3.1,0.8,70,22.7,2.1,21.3,1.1,0.13,2.23,17,2.6,20.6,1_LC08_117044_20250519_49_0,0.165042695,-0.100480353,0.350798088,48.60698486,-0.332044525,-0.196588794,0.507297732,-0.496240602,0.328379208,19/05/2025,1_LC08_117044_20250519,22.564136,120.425311,5,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
51,Daliao,51,22.56413611,120.425311,05/06/2025,32,27,0.2,0.6,1.5,74,14.7,1.97,29.5,1.8,0.02,1.99,6,1.4,8.2,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
51,Daliao,51,22.56413611,120.425311,06/06/2025,23,16,0.15,1.3,1.5,82,7.9,2.02,29.8,1.7,0.04,2.06,4,1.2,6.2,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
51,Daliao,51,22.56413611,120.425311,07/06/2025,13,18,0.09,0.6,3.5,94,4,2,25.7,3.8,0.01,2.02,2,0.9,3.2,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
51,Daliao,51,22.56413611,120.425311,08/06/2025,26,16,0.14,1.1,0.9,82,13,2.02,29.6,1.2,0.1,2.12,4,2.1,6.8,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
51,Daliao,51,22.56413611,120.425311,09/06/2025,32,24,0.18,1.5,1.2,81,17,2.06,29.7,1.5,0.03,2.1,5,1.6,7,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2
51,Daliao,51,22.56413611,120.425311,10/06/2025,41,28,0.24,2.2,0.5,82,22.2,2.06,29.1,0.7,0.04,2.12,6,0.7,7,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1
51,Daliao,51,22.56413611,120.425311,11/06/2025,48,31,0.3,1.5,0.7,81,19.6,2.19,27,0.9,0.13,2.31,15,1,16.5,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0
51,Daliao,51,22.56413611,120.425311,12/06/2025,51,38,0.28,1.7,0.8,70,24.8,2.1,22.1,1.1,0.1,2.21,13,1.7,15.5,1_LC08_118044_20250611_49_0,0.167340457,-0.051310854,0.323272247,44.43016442,-0.330137051,-0.123316719,0.457440137,-0.435715187,0.292151526,11/06/2025,1_LC08_118044_20250611,22.564136,120.425311,6,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-1
51,Daliao,51,22.56413611,120.425311,07/09/2025,31,15,0.19,1.2,1.5,92,13.1,1.98,28.4,1.9,0.13,2.12,5,1.8,7.3,1_LC08_118044_20250915_49_0,0.14147767,-0.083771878,0.314267001,44.37205808,-0.340226021,-0.157952575,0.501369429,-0.472772027,0.291137805,15/09/2025,1_LC08_118044_20250915,22.564136,120.425311,9,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
51,Daliao,51,22.56413611,120.425311,08/09/2025,19,13,0.13,0.4,1.7,80,9,2.06,30.4,2,0.04,2.11,3,0.9,4.6,1_LC08_118044_20250915_49_0,0.14147767,-0.083771878,0.314267001,44.37205808,-0.340226021,-0.157952575,0.501369429,-0.472772027,0.291137805,15/09/2025,1_LC08_118044_20250915,22.564136,120.425311,9,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
51,Daliao,51,22.56413611,120.425311,09/09/2025,20,12,0.15,0.6,0.9,73,9,2.02,30.6,1.1,0.05,2.08,7,2.6,9.9,1_LC08_118044_20250915_49_0,0.14147767,-0.083771878,0.314267001,44.37205808,-0.340226021,-0.157952575,0.501369429,-0.472772027,0.291137805,15/09/2025,1_LC08_118044_20250915,22.564136,120.425311,9,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
51,Daliao,51,22.56413611,120.425311,10/09/2025,39,26,0.22,1.5,0.5,77,18.2,2.18,29.6,0.8,0.11,2.29,10,1.2,11.9,1_LC08_118044_20250915_49_0,0.14147767,-0.083771878,0.314267001,44.37205808,-0.340226021,-0.157952575,0.501369429,-0.472772027,0.291137805,15/09/2025,1_LC08_118044_20250915,22.564136,120.425311,9,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
51,Daliao,51,22.56413611,120.425311,11/09/2025,58,33,0.36,2.2,0.7,82,31,2.16,27.1,1,0.12,2.27,10,1.1,12,1_LC08_118044_20250915_49_0,0.14147767,-0.083771878,0.314267001,44.37205808,-0.340226021,-0.157952575,0.501369429,-0.472772027,0.291137805,15/09/2025,1_LC08_118044_20250915,22.564136,120.425311,9,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
51,Daliao,51,22.56413611,120.425311,12/09/2025,55,31,0.36,2.2,0.8,74,27,2.15,22.2,1,0.16,2.31,17,2.6,20.3,1_LC08_118044_20250915_49_0,0.14147767,-0.083771878,0.314267001,44.37205808,-0.340226021,-0.157952575,0.501369429,-0.472772027,0.291137805,15/09/2025,1_LC08_118044_20250915,22.564136,120.425311,9,Daliao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
51,Daliao,51,22.56413611,120.425311,01/01/2026,44,27,0.25,1.3,1.9,72,17.5,2.04,20.4,2.3,0.09,2.15,11,0.8,11.9,1_LC08_118044_20260105_49_0,0.115786923,-0.086248751,0.249848455,29.2165574,-0.311627569,-0.166870627,0.464118437,-0.454845551,0.237485546,05/01/2026,1_LC08_118044_20260105,22.564136,120.425311,1,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",4
51,Daliao,51,22.56413611,120.425311,02/01/2026,32,26,0.35,2,1.2,72,19.8,2.06,20.2,1.5,0.1,2.18,12,1.2,14,1_LC08_118044_20260105_49_0,0.115786923,-0.086248751,0.249848455,29.2165574,-0.311627569,-0.166870627,0.464118437,-0.454845551,0.237485546,05/01/2026,1_LC08_118044_20260105,22.564136,120.425311,1,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",3
51,Daliao,51,22.56413611,120.425311,03/01/2026,32,27,0.21,0.8,1.9,77,12.2,2,25.1,2.2,0.04,2.02,5,0.7,5.9,1_LC08_118044_20260105_49_0,0.115786923,-0.086248751,0.249848455,29.2165574,-0.311627569,-0.166870627,0.464118437,-0.454845551,0.237485546,05/01/2026,1_LC08_118044_20260105,22.564136,120.425311,1,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",2
51,Daliao,51,22.56413611,120.425311,05/01/2026,43,38,0.36,2.2,1,72,23.4,2.08,26.1,1.3,0.11,2.2,11,1.6,13.6,1_LC08_118044_20260105_49_0,0.115786923,-0.086248751,0.249848455,29.2165574,-0.311627569,-0.166870627,0.464118437,-0.454845551,0.237485546,05/01/2026,1_LC08_118044_20260105,22.564136,120.425311,1,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0
51,Daliao,51,22.56413611,120.425311,06/02/2026,47,48,0.26,0.8,1.1,66,23.1,2.06,30.1,1.4,0.07,2.14,9,1.3,10.9,2_LC09_118044_20260214_49_0,0.122779898,-0.059572457,0.229040218,35.15365814,-0.271616808,-0.129140634,0.399630856,-0.387176541,0.209964037,14/02/2026,2_LC09_118044_20260214,22.564136,120.425311,2,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
51,Daliao,51,22.56413611,120.425311,01/03/2026,45,27,0.35,2.2,0.8,70,21.9,2.18,16.5,1,0.11,2.29,16,2.5,18.8,1_LC08_118044_20260222_49_0,0.117139538,0.000815704,0.21134389,35.77573778,-0.340098854,-0.063765071,0.403623743,-0.395291465,0.206009837,22/02/2026,1_LC08_118044_20260222,22.564136,120.425311,2,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
51,Daliao,51,22.56413611,120.425311,02/03/2026,64,33,0.49,1.9,0.9,72,37.9,2.11,19.8,1.2,0.15,2.27,17,2.2,20.2,1_LC08_118044_20260222_49_0,0.117139538,0.000815704,0.21134389,35.77573778,-0.340098854,-0.063765071,0.403623743,-0.395291465,0.206009837,22/02/2026,1_LC08_118044_20260222,22.564136,120.425311,2,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
51,Daliao,51,22.56413611,120.425311,03/04/2026,47,11,0.38,1.8,1.1,83,29.7,2.15,21.3,1.4,0.2,2.35,19,4.1,23.6,1_LC08_118044_20260411_49_0,0.147057118,-0.104906555,0.329573344,39.40909304,-0.300119623,-0.156702938,0.47455964,-0.436303376,0.275628573,11/04/2026,1_LC08_118044_20260411,22.564136,120.425311,4,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
51,Daliao,51,22.56413611,120.425311,05/04/2026,40,34,0.28,2.4,1.4,72,16.1,1.97,28.3,1.6,0.05,2.02,8,1.4,9.8,1_LC08_118044_20260411_49_0,0.147057118,-0.104906555,0.329573344,39.40909304,-0.300119623,-0.156702938,0.47455964,-0.436303376,0.275628573,11/04/2026,1_LC08_118044_20260411,22.564136,120.425311,4,Daliao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",6
16,Datong,16,25.0632,121.513311,05/03/2025,36,30,0.8,1.3,0,54,20.7,2.23,0,0,0.24,2.48,29,13.5,43.1,1_LC08_117043_20250228_14_0,0.102052075,0.183431301,0.103128621,30.97341968,-0.462062853,0.240178514,0.227733264,-0.249582385,0.095295263,28/02/2025,1_LC08_117043_20250228,25.0632,121.513311,2,Datong,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
16,Datong,16,25.0632,121.513311,06/03/2025,12,15,0.72,1,0,83,8.9,2.09,0,0,0.2,2.29,23,17.8,40.9,1_LC08_117043_20250228_14_0,0.102052075,0.183431301,0.103128621,30.97341968,-0.462062853,0.240178514,0.227733264,-0.249582385,0.095295263,28/02/2025,1_LC08_117043_20250228,25.0632,121.513311,2,Datong,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
16,Datong,16,25.0632,121.513311,07/03/2025,22,18,0.43,0.7,0,59,10.5,2,0,0,0.12,2.12,13,13.7,27.4,1_LC08_117043_20250228_14_0,0.102052075,0.183431301,0.103128621,30.97341968,-0.462062853,0.240178514,0.227733264,-0.249582385,0.095295263,28/02/2025,1_LC08_117043_20250228,25.0632,121.513311,2,Datong,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
16,Datong,16,25.0632,121.513311,08/03/2025,17,8,0.73,0.4,0,68,8.3,2.12,0,0,0.2,2.31,15,19.7,34.8,1_LC08_117043_20250228_14_0,0.102052075,0.183431301,0.103128621,30.97341968,-0.462062853,0.240178514,0.227733264,-0.249582385,0.095295263,28/02/2025,1_LC08_117043_20250228,25.0632,121.513311,2,Datong,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
16,Datong,16,25.0632,121.513311,05/07/2025,30,33,0.48,0.8,0,85,20,2.11,0,0,0.13,2.25,25,11.1,37,2_LC09_117043_20250628_14_0,0.13256646,0.256639752,0.108846306,50.51424002,-0.486100737,0.28083749,0.21294349,-0.237714982,0.108042246,28/06/2025,2_LC09_117043_20250628,25.0632,121.513311,6,Datong,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
16,Datong,16,25.0632,121.513311,06/07/2025,22,16,0.85,1,0,86,16,2.25,0,0,0.26,2.52,25,16.8,42.2,2_LC09_117043_20250628_14_0,0.13256646,0.256639752,0.108846306,50.51424002,-0.486100737,0.28083749,0.21294349,-0.237714982,0.108042246,28/06/2025,2_LC09_117043_20250628,25.0632,121.513311,6,Datong,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
16,Datong,16,25.0632,121.513311,05/04/2026,24,34,0.54,1,0,72,15.5,2.18,0,0,0.12,2.29,22,10.4,32.9,2_LC09_117043_20260412_14_0,0.126621703,0.238772748,0.119499094,40.77630104,-0.461113612,0.256326295,0.242672799,-0.232236655,0.119223902,12/04/2026,2_LC09_117043_20260412,25.0632,121.513311,4,Datong,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",7
18,Dayuan,18,25.060344,121.201811,05/03/2025,43,49,0.32,1.8,1.6,67,19.3,0,26.3,1.7,0,0,11,1,12.5,1_LC08_117043_20250228_16_0,0.107724748,-0.076533839,0.206237698,28.71069044,-0.220849746,-0.195889272,0.414284438,-0.399457643,0.208121751,28/02/2025,1_LC08_117043_20250228,25.060344,121.201811,2,Dayuan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
18,Dayuan,18,25.060344,121.201811,06/03/2025,16,28,0.18,0.4,3.6,84,3.7,0,26,3.9,0,0,9,1.3,10.7,1_LC08_117043_20250228_16_0,0.107724748,-0.076533839,0.206237698,28.71069044,-0.220849746,-0.195889272,0.414284438,-0.399457643,0.208121751,28/02/2025,1_LC08_117043_20250228,25.060344,121.201811,2,Dayuan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
18,Dayuan,18,25.060344,121.201811,07/03/2025,26,28,0.19,0.8,3.9,51,6.6,0,31.9,4.3,0,0,9,1.6,10.9,1_LC08_117043_20250228_16_0,0.107724748,-0.076533839,0.206237698,28.71069044,-0.220849746,-0.195889272,0.414284438,-0.399457643,0.208121751,28/02/2025,1_LC08_117043_20250228,25.060344,121.201811,2,Dayuan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
18,Dayuan,18,25.060344,121.201811,08/03/2025,17,23,0.13,0.5,3.6,59,5.3,0,30.3,4.1,0,0,2,0.6,3.4,1_LC08_117043_20250228_16_0,0.107724748,-0.076533839,0.206237698,28.71069044,-0.220849746,-0.195889272,0.414284438,-0.399457643,0.208121751,28/02/2025,1_LC08_117043_20250228,25.060344,121.201811,2,Dayuan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
18,Dayuan,18,25.060344,121.201811,05/04/2026,23,44,0.26,1,4.2,76,12,0,21,4.5,0,0,14,2.1,16.4,2_LC09_117043_20260412_16_0,0.13206156,-0.079165167,0.248563249,39.23477402,-0.206748822,-0.191289997,0.423300987,-0.382895685,0.241467405,12/04/2026,2_LC09_117043_20260412,25.060344,121.201811,4,Dayuan,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",7
66,Dongshan,66,24.632203,121.792928,05/03/2025,39,39,0.24,0.6,0.9,74,17,0,24.8,1,0,0,6,1,7.1,1_LC08_117043_20250228_63_0,0.139830668,0.0728571,0.256909077,34.02571154,-0.504704505,0.031810652,0.451139147,-0.480610037,0.252196401,28/02/2025,1_LC08_117043_20250228,24.632203,121.792928,2,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
66,Dongshan,66,24.632203,121.792928,06/03/2025,21,31,0.23,0.2,0.8,89,8.2,0,26.2,1.1,0,0,6,1.3,7.6,1_LC08_117043_20250228_63_0,0.139830668,0.0728571,0.256909077,34.02571154,-0.504704505,0.031810652,0.451139147,-0.480610037,0.252196401,28/02/2025,1_LC08_117043_20250228,24.632203,121.792928,2,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
66,Dongshan,66,24.632203,121.792928,07/03/2025,22,22,0.15,0.5,2.1,74,10.3,0,30.1,2.4,0,0,3,1.1,4.4,1_LC08_117043_20250228_63_0,0.139830668,0.0728571,0.256909077,34.02571154,-0.504704505,0.031810652,0.451139147,-0.480610037,0.252196401,28/02/2025,1_LC08_117043_20250228,24.632203,121.792928,2,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
66,Dongshan,66,24.632203,121.792928,08/03/2025,25,20,0.23,0.9,0.7,83,8.1,0,28.9,1.1,0,0,3,1.8,5.8,1_LC08_117043_20250228_63_0,0.139830668,0.0728571,0.256909077,34.02571154,-0.504704505,0.031810652,0.451139147,-0.480610037,0.252196401,28/02/2025,1_LC08_117043_20250228,24.632203,121.792928,2,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
66,Dongshan,66,24.632203,121.792928,05/07/2025,31,41,0.23,0.3,0.8,95,17.7,0,20.8,0.9,0,0,7,0.7,8.2,2_LC09_117043_20250628_63_0,0.1599151,0.010740273,0.325953815,50.76375548,-0.477937161,-0.048063966,0.509672815,-0.514189397,0.314976406,28/06/2025,2_LC09_117043_20250628,24.632203,121.792928,6,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
66,Dongshan,66,24.632203,121.792928,06/07/2025,19,28,0.21,0.4,0.9,84,6.1,0,29.3,1.1,0,0,4,1.9,6.4,2_LC09_117043_20250628_63_0,0.1599151,0.010740273,0.325953815,50.76375548,-0.477937161,-0.048063966,0.509672815,-0.514189397,0.314976406,28/06/2025,2_LC09_117043_20250628,24.632203,121.792928,6,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
66,Dongshan,66,24.632203,121.792928,05/10/2025,23,25,0.2,0.1,0.6,94,10.4,0,24.7,0.7,0,0,6,1.9,8.5,2_LC09_117043_20251002_63_0,0.15885503,0.007783577,0.315151076,47.92338086,-0.50249588,-0.045499111,0.485729629,-0.535746165,0.29722205,02/10/2025,2_LC09_117043_20251002,24.632203,121.792928,10,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-3
66,Dongshan,66,24.632203,121.792928,06/10/2025,18,12,0.16,0.6,1.7,75,5.3,0,30.7,1.9,0,0,3,2.4,5.8,2_LC09_117043_20251002_63_0,0.15885503,0.007783577,0.315151076,47.92338086,-0.50249588,-0.045499111,0.485729629,-0.535746165,0.29722205,02/10/2025,2_LC09_117043_20251002,24.632203,121.792928,10,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-4
66,Dongshan,66,24.632203,121.792928,07/10/2025,28,10,0.51,1.1,0.3,93,12.3,0,25.6,0.3,0,0,13,6.9,20.9,2_LC09_117043_20251002_63_0,0.15885503,0.007783577,0.315151076,47.92338086,-0.50249588,-0.045499111,0.485729629,-0.535746165,0.29722205,02/10/2025,2_LC09_117043_20251002,24.632203,121.792928,10,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
66,Dongshan,66,24.632203,121.792928,08/10/2025,19,21,0.16,0.7,1.2,74,8.2,0,31.1,1.6,0,0,4,1.3,5.5,2_LC09_117043_20251002_63_0,0.15885503,0.007783577,0.315151076,47.92338086,-0.50249588,-0.045499111,0.485729629,-0.535746165,0.29722205,02/10/2025,2_LC09_117043_20251002,24.632203,121.792928,10,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
66,Dongshan,66,24.632203,121.792928,09/10/2025,16,18,0.18,0.6,1.3,70,6.3,0,30.4,1.7,0,0,4,2.2,7.1,2_LC09_117043_20251002_63_0,0.15885503,0.007783577,0.315151076,47.92338086,-0.50249588,-0.045499111,0.485729629,-0.535746165,0.29722205,02/10/2025,2_LC09_117043_20251002,24.632203,121.792928,10,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
66,Dongshan,66,24.632203,121.792928,10/10/2025,13,31,0.17,0.7,1.3,75,5.6,0,28.7,1.6,0,0,3,1.3,5.1,2_LC09_117043_20251002_63_0,0.15885503,0.007783577,0.315151076,47.92338086,-0.50249588,-0.045499111,0.485729629,-0.535746165,0.29722205,02/10/2025,2_LC09_117043_20251002,24.632203,121.792928,10,Dongshan,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
37,Douliu,37,23.711853,120.544994,08/04/2025,10,19,0.21,0.9,0.8,98,4.8,2.12,25.7,1.2,0.05,2.17,6,1.3,7.7,2_LC09_118043_20250416_35_0,0.18318318,0.052759625,0.104177584,40.72503074,-0.199342238,-0.013362045,0.135269884,-0.212139225,0.090697944,16/04/2025,2_LC09_118043_20250416,23.711853,120.544994,4,Douliu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
37,Douliu,37,23.711853,120.544994,09/04/2025,33,39,0.21,2,0.9,73,19.7,2.04,30.1,1.2,0.03,2.09,5,1.7,6.8,2_LC09_118043_20250416_35_0,0.18318318,0.052759625,0.104177584,40.72503074,-0.199342238,-0.013362045,0.135269884,-0.212139225,0.090697944,16/04/2025,2_LC09_118043_20250416,23.711853,120.544994,4,Douliu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
37,Douliu,37,23.711853,120.544994,10/04/2025,37,41,0.23,1.4,0.9,72,21.6,2.06,30.2,1.2,0.04,2.11,5,1.4,7.2,2_LC09_118043_20250416_35_0,0.18318318,0.052759625,0.104177584,40.72503074,-0.199342238,-0.013362045,0.135269884,-0.212139225,0.090697944,16/04/2025,2_LC09_118043_20250416,23.711853,120.544994,4,Douliu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
37,Douliu,37,23.711853,120.544994,11/04/2025,35,33,0.24,1.7,1.4,80,16.5,2.14,24.4,1.8,0.08,2.23,10,1.5,12.3,2_LC09_118043_20250416_35_0,0.18318318,0.052759625,0.104177584,40.72503074,-0.199342238,-0.013362045,0.135269884,-0.212139225,0.090697944,16/04/2025,2_LC09_118043_20250416,23.711853,120.544994,4,Douliu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
37,Douliu,37,23.711853,120.544994,12/04/2025,51,33,0.27,1.9,1,66,25.3,2.1,19.6,1.3,0.07,2.17,11,0.4,11.5,2_LC09_118043_20250416_35_0,0.18318318,0.052759625,0.104177584,40.72503074,-0.199342238,-0.013362045,0.135269884,-0.212139225,0.090697944,16/04/2025,2_LC09_118043_20250416,23.711853,120.544994,4,Douliu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
