siteid,sitename_x,station_code,lat_x,lon_x,monitordate,PM10,O3,CO,SO2,WS_HR,RH,PM2.5,CH4,AMB_TEMP,WIND_SPEED,NMHC,THC,NO2,NO,NOx,system:index,Albedo,BSI,EVI,LST_C,MNDWI,NDBI,NDVI,NDWI,SAVI,image_date,image_id,lat_y,lon_y,month,sitename_y,year,.geo,date_diff_days
6,Banqiao,6,25.012972,121.458667,05/03/2025,31,40,0.43,1.3,1.1,57,16.9,2.15,27.6,1.5,0.11,2.27,16,0.8,17,1_LC08_117043_20250228_4_0,0.109904618,-0.014461324,0.256769,32.79522434,-0.480492908,-0.059671308,0.513735633,-0.525108493,0.249717793,28/02/2025,1_LC08_117043_20250228,25.012972,121.458667,2,Banqiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
6,Banqiao,6,25.012972,121.458667,06/03/2025,14,26,0.28,1.3,1,83,3.4,2,27.1,1.4,0.08,2.09,13,1.8,15,1_LC08_117043_20250228_4_0,0.109904618,-0.014461324,0.256769,32.79522434,-0.480492908,-0.059671308,0.513735633,-0.525108493,0.249717793,28/02/2025,1_LC08_117043_20250228,25.012972,121.458667,2,Banqiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
6,Banqiao,6,25.012972,121.458667,07/03/2025,14,25,0.21,0.2,1.9,58,5.8,1.96,32.1,2.2,0.02,1.98,7,1.6,8.7,1_LC08_117043_20250228_4_0,0.109904618,-0.014461324,0.256769,32.79522434,-0.480492908,-0.059671308,0.513735633,-0.525108493,0.249717793,28/02/2025,1_LC08_117043_20250228,25.012972,121.458667,2,Banqiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
6,Banqiao,6,25.012972,121.458667,08/03/2025,11,16,0.27,0.5,1.5,68,2.4,2.06,30.7,1.6,0.05,2.12,7,1.7,9.6,1_LC08_117043_20250228_4_0,0.109904618,-0.014461324,0.256769,32.79522434,-0.480492908,-0.059671308,0.513735633,-0.525108493,0.249717793,28/02/2025,1_LC08_117043_20250228,25.012972,121.458667,2,Banqiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
6,Banqiao,6,25.012972,121.458667,05/07/2025,24,48,0.32,0.8,1.7,88,12,2.06,21.7,2.1,0.05,2.11,12,0.3,12.7,2_LC09_117043_20250628_4_0,0.136716953,-0.109109375,0.356123927,51.76181732,-0.43685658,-0.169329735,0.577871851,-0.564433578,0.327840388,28/06/2025,2_LC09_117043_20250628,25.012972,121.458667,6,Banqiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
6,Banqiao,6,25.012972,121.458667,06/07/2025,23,26,0.49,0.6,0.7,86,12.4,2.12,28.4,1.1,0.18,2.31,18,3.1,21.6,2_LC09_117043_20250628_4_0,0.136716953,-0.109109375,0.356123927,51.76181732,-0.43685658,-0.169329735,0.577871851,-0.564433578,0.327840388,28/06/2025,2_LC09_117043_20250628,25.012972,121.458667,6,Banqiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
6,Banqiao,6,25.012972,121.458667,05/04/2026,23,46,0.33,1.8,1.5,75,14.6,2.09,21,2.1,0.05,2.15,11,1.1,12.6,2_LC09_117043_20260412_4_0,0.13721649,-0.022261029,0.292911289,41.37445454,-0.365519326,-0.083002018,0.494357589,-0.435314409,0.280097821,12/04/2026,2_LC09_117043_20260412,25.012972,121.458667,4,Banqiao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",7
8,Cailiao,8,25.06895,121.481028,05/03/2025,34,44,0.41,0.9,1.1,56,20.7,0,28.4,1.4,0,0,17,1.2,19,1_LC08_117043_20250228_6_0,0.109951753,0.058925156,0.20851264,32.76104414,-0.438467492,0.027774342,0.426899336,-0.415756291,0.20420041,28/02/2025,1_LC08_117043_20250228,25.06895,121.481028,2,Cailiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
8,Cailiao,8,25.06895,121.481028,06/03/2025,13,26,0.28,0.4,1.8,84,8.1,0,27.5,2.2,0,0,12,1.8,14.1,1_LC08_117043_20250228_6_0,0.109951753,0.058925156,0.20851264,32.76104414,-0.438467492,0.027774342,0.426899336,-0.415756291,0.20420041,28/02/2025,1_LC08_117043_20250228,25.06895,121.481028,2,Cailiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
8,Cailiao,8,25.06895,121.481028,07/03/2025,21,27,0.19,0.5,3.1,61,7.6,0,32.2,3.4,0,0,6,1.5,7.7,1_LC08_117043_20250228_6_0,0.109951753,0.058925156,0.20851264,32.76104414,-0.438467492,0.027774342,0.426899336,-0.415756291,0.20420041,28/02/2025,1_LC08_117043_20250228,25.06895,121.481028,2,Cailiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
8,Cailiao,8,25.06895,121.481028,08/03/2025,15,15,0.26,0.5,1.4,68,5.4,0,31.4,1.7,0,0,8,2.2,10.7,1_LC08_117043_20250228_6_0,0.109951753,0.058925156,0.20851264,32.76104414,-0.438467492,0.027774342,0.426899336,-0.415756291,0.20420041,28/02/2025,1_LC08_117043_20250228,25.06895,121.481028,2,Cailiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
8,Cailiao,8,25.06895,121.481028,05/07/2025,28,50,0.3,0.2,2.6,86,16.6,0,22.2,2.8,0,0,12,0.9,13.1,2_LC09_117043_20250628_6_0,0.147295433,-0.083748915,0.361100735,51.3824171,-0.38980931,-0.155402317,0.574705741,-0.514070631,0.344641314,28/06/2025,2_LC09_117043_20250628,25.06895,121.481028,6,Cailiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
8,Cailiao,8,25.06895,121.481028,06/07/2025,27,24,0.48,0.8,0.7,87,18,0,29.5,1,0,0,19,3,22.4,2_LC09_117043_20250628_6_0,0.147295433,-0.083748915,0.361100735,51.3824171,-0.38980931,-0.155402317,0.574705741,-0.514070631,0.344641314,28/06/2025,2_LC09_117043_20250628,25.06895,121.481028,6,Cailiao,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
8,Cailiao,8,25.06895,121.481028,05/04/2026,23,47,0.33,0.5,2.8,59,13.8,0,21.3,3,0,0,10,0.8,11.3,2_LC09_117043_20260412_6_0,0.122085578,0.028395325,0.229119689,41.46332306,-0.339560268,-0.017799711,0.424265487,-0.355213046,0.22103671,12/04/2026,2_LC09_117043_20260412,25.06895,121.481028,4,Cailiao,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",7
33,Changhua,33,24.066,120.541519,08/04/2025,6,20,0.18,1,1.4,92,4.1,2.09,26.2,1.7,0.09,2.19,7,1.6,8.8,2_LC09_118043_20250416_31_0,0.238934563,0.018495392,0.191659349,40.47551528,-0.176857229,-0.031651533,0.18949071,-0.207348069,0.143964705,16/04/2025,2_LC09_118043_20250416,24.066,120.541519,4,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
33,Changhua,33,24.066,120.541519,09/04/2025,28,33,0.26,2.7,1.3,67,17.9,2.04,30.5,1.6,0.09,2.14,8,0.6,8.6,2_LC09_118043_20250416_31_0,0.238934563,0.018495392,0.191659349,40.47551528,-0.176857229,-0.031651533,0.18949071,-0.207348069,0.143964705,16/04/2025,2_LC09_118043_20250416,24.066,120.541519,4,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
33,Changhua,33,24.066,120.541519,10/04/2025,36,37,0.32,2,1,70,22.7,2.06,30.3,1.4,0.08,2.14,9,0.7,10.2,2_LC09_118043_20250416_31_0,0.238934563,0.018495392,0.191659349,40.47551528,-0.176857229,-0.031651533,0.18949071,-0.207348069,0.143964705,16/04/2025,2_LC09_118043_20250416,24.066,120.541519,4,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
33,Changhua,33,24.066,120.541519,11/04/2025,15,27,0.23,0.4,2.2,71,7.1,2.06,24.3,2.5,0.07,2.14,12,2.4,14.8,2_LC09_118043_20250416_31_0,0.238934563,0.018495392,0.191659349,40.47551528,-0.176857229,-0.031651533,0.18949071,-0.207348069,0.143964705,16/04/2025,2_LC09_118043_20250416,24.066,120.541519,4,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
33,Changhua,33,24.066,120.541519,12/04/2025,31,28,0.26,1.1,1.9,53,12.4,2.06,20,2,0.08,2.15,13,2.4,15.8,2_LC09_118043_20250416_31_0,0.238934563,0.018495392,0.191659349,40.47551528,-0.176857229,-0.031651533,0.18949071,-0.207348069,0.143964705,16/04/2025,2_LC09_118043_20250416,24.066,120.541519,4,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
33,Changhua,33,24.066,120.541519,05/05/2025,52,32,0.24,1.1,1.1,78,22.8,2.13,28.7,1.4,0.03,2.16,6,1.3,7.5,2_LC09_118043_20250502_31_0,0.248631833,0.026571355,0.200604474,42.09907478,-0.185483208,-0.019921243,0.194104321,-0.204648264,0.150381484,02/05/2025,2_LC09_118043_20250502,24.066,120.541519,5,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-3
33,Changhua,33,24.066,120.541519,06/05/2025,12,21,0.21,1.4,0.7,84,8.8,2.09,28.5,1,0.12,2.21,8,1.8,10,2_LC09_118043_20250502_31_0,0.248631833,0.026571355,0.200604474,42.09907478,-0.185483208,-0.019921243,0.194104321,-0.204648264,0.150381484,02/05/2025,2_LC09_118043_20250502,24.066,120.541519,5,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-4
33,Changhua,33,24.066,120.541519,07/05/2025,9,24,0.17,1.1,1.3,78,5.4,1.96,28.8,1.8,0.03,1.99,5,1.5,7.3,2_LC09_118043_20250502_31_0,0.248631833,0.026571355,0.200604474,42.09907478,-0.185483208,-0.019921243,0.194104321,-0.204648264,0.150381484,02/05/2025,2_LC09_118043_20250502,24.066,120.541519,5,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
33,Changhua,33,24.066,120.541519,08/05/2025,22,18,0.17,1.1,1.6,81,9.9,2.09,29,1.9,0.06,2.15,5,1,6.5,2_LC09_118043_20250502_31_0,0.248631833,0.026571355,0.200604474,42.09907478,-0.185483208,-0.019921243,0.194104321,-0.204648264,0.150381484,02/05/2025,2_LC09_118043_20250502,24.066,120.541519,5,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
33,Changhua,33,24.066,120.541519,09/05/2025,26,32,0.28,1.8,1.2,70,15.1,2.02,30.7,1.5,0.11,2.14,8,1.5,9.9,2_LC09_118043_20250502_31_0,0.248631833,0.026571355,0.200604474,42.09907478,-0.185483208,-0.019921243,0.194104321,-0.204648264,0.150381484,02/05/2025,2_LC09_118043_20250502,24.066,120.541519,5,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
33,Changhua,33,24.066,120.541519,10/05/2025,29,29,0.28,2.3,1,70,17.2,2,30.3,1.5,0.04,2.04,7,1.1,8.8,2_LC09_118043_20250502_31_0,0.248631833,0.026571355,0.200604474,42.09907478,-0.185483208,-0.019921243,0.194104321,-0.204648264,0.150381484,02/05/2025,2_LC09_118043_20250502,24.066,120.541519,5,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
33,Changhua,33,24.066,120.541519,05/07/2025,17,26,0.31,0.8,0.8,87,11.1,2.11,26,1.2,0.13,2.25,13,2.1,15.6,1_LC08_118043_20250627_31_0,0.264311563,-0.025461214,0.272251424,57.10076456,-0.180743856,-0.087448848,0.238942005,-0.264019652,0.191099171,27/06/2025,1_LC08_118043_20250627,24.066,120.541519,6,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
33,Changhua,33,24.066,120.541519,06/08/2025,12,15,0.13,1,1,78,6.3,1.99,30.3,1.3,0.03,2.02,4,1.5,5.8,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
33,Changhua,33,24.066,120.541519,07/08/2025,13,29,0.17,0.6,2.1,87,10.7,1.97,27.4,2.4,0.05,2.02,4,1.4,6.1,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
33,Changhua,33,24.066,120.541519,08/08/2025,25,19,0.23,1.5,1.2,69,16,2.12,30.2,1.6,0.1,2.22,7,1.8,8.9,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
33,Changhua,33,24.066,120.541519,09/08/2025,11,20,0.12,1.1,1.2,68,3.8,1.94,30.2,1.5,0.04,1.99,3,1.3,5.1,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
33,Changhua,33,24.066,120.541519,10/08/2025,35,44,0.23,2.2,1,69,20.9,2.04,30.4,1.2,0.08,2.13,7,1,8.1,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
33,Changhua,33,24.066,120.541519,11/08/2025,52,32,0.35,1.5,1.1,77,26.2,2.13,26.7,1.4,0.12,2.25,11,1.6,13.4,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
33,Changhua,33,24.066,120.541519,12/08/2025,26,33,0.26,0.9,3.3,66,12.2,2.06,22.2,3.6,0.07,2.15,10,1.4,12.1,1_LC08_118043_20250814_31_0,0.273820045,-0.017786867,0.173311612,39.6756986,-0.062596836,-0.132448366,0.162247609,-0.193441409,0.135101198,14/08/2025,1_LC08_118043_20250814,24.066,120.541519,8,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2
33,Changhua,33,24.066,120.541519,07/09/2025,8,24,0.16,0.3,2,90,6.6,1.96,26.2,2.4,0.04,2,3,1.2,4.7,1_LC08_118043_20250915_31_0,0.250412677,0.002387859,0.144592119,47.36966162,-0.066373617,-0.120919679,0.151956622,-0.185802072,0.122411211,15/09/2025,1_LC08_118043_20250915,24.066,120.541519,9,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
33,Changhua,33,24.066,120.541519,08/09/2025,16,21,0.13,2.4,1.4,73,9,1.99,30.5,1.7,0.02,2,4,1.7,6,1_LC08_118043_20250915_31_0,0.250412677,0.002387859,0.144592119,47.36966162,-0.066373617,-0.120919679,0.151956622,-0.185802072,0.122411211,15/09/2025,1_LC08_118043_20250915,24.066,120.541519,9,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
33,Changhua,33,24.066,120.541519,09/09/2025,17,16,0.13,1.8,1.3,67,7.2,1.94,30.5,1.6,0.07,2,5,1.5,6.7,1_LC08_118043_20250915_31_0,0.250412677,0.002387859,0.144592119,47.36966162,-0.066373617,-0.120919679,0.151956622,-0.185802072,0.122411211,15/09/2025,1_LC08_118043_20250915,24.066,120.541519,9,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
33,Changhua,33,24.066,120.541519,10/09/2025,35,34,0.28,1.3,1.6,66,16,2.11,30,2,0.09,2.21,10,1.8,12.2,1_LC08_118043_20250915_31_0,0.250412677,0.002387859,0.144592119,47.36966162,-0.066373617,-0.120919679,0.151956622,-0.185802072,0.122411211,15/09/2025,1_LC08_118043_20250915,24.066,120.541519,9,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
33,Changhua,33,24.066,120.541519,11/09/2025,40,29,0.28,1,1.7,75,20.2,2.1,26.7,2,0.07,2.17,9,1.3,10.7,1_LC08_118043_20250915_31_0,0.250412677,0.002387859,0.144592119,47.36966162,-0.066373617,-0.120919679,0.151956622,-0.185802072,0.122411211,15/09/2025,1_LC08_118043_20250915,24.066,120.541519,9,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
33,Changhua,33,24.066,120.541519,12/09/2025,27,34,0.28,1,1.9,72,11.9,2.08,21.7,2.1,0.09,2.18,12,1.9,14.6,1_LC08_118043_20250915_31_0,0.250412677,0.002387859,0.144592119,47.36966162,-0.066373617,-0.120919679,0.151956622,-0.185802072,0.122411211,15/09/2025,1_LC08_118043_20250915,24.066,120.541519,9,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
33,Changhua,33,24.066,120.541519,05/10/2025,10,14,0.26,0.2,0.4,86,5.8,2.06,27.3,0.6,0.09,2.16,9,1.5,11.5,1_LC08_118043_20251001_31_0,0.250272097,0.019150952,0.152481226,40.49260538,-0.099495735,-0.100919884,0.16640274,-0.198423232,0.134318586,01/10/2025,1_LC08_118043_20251001,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-4
33,Changhua,33,24.066,120.541519,06/10/2025,17,16,0.21,1.4,0.9,68,8.5,2,31.5,1.4,0.08,2.09,9,2.7,12.6,1_LC08_118043_20251001_31_0,0.250272097,0.019150952,0.152481226,40.49260538,-0.099495735,-0.100919884,0.16640274,-0.198423232,0.134318586,01/10/2025,1_LC08_118043_20251001,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
33,Changhua,33,24.066,120.541519,07/10/2025,12,9,0.33,0.4,0.4,92,8,2.1,26,0.5,0.19,2.29,11,3.1,15,1_LC08_118043_20251001_31_0,0.250272097,0.019150952,0.152481226,40.49260538,-0.099495735,-0.100919884,0.16640274,-0.198423232,0.134318586,01/10/2025,1_LC08_118043_20251001,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
33,Changhua,33,24.066,120.541519,08/10/2025,10,17,0.11,0.9,1.5,78,4.3,1.94,29.8,1.8,0.01,1.95,2,1.1,3.6,1_LC08_118043_20251001_31_0,0.250272097,0.019150952,0.152481226,40.49260538,-0.099495735,-0.100919884,0.16640274,-0.198423232,0.134318586,01/10/2025,1_LC08_118043_20251001,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
33,Changhua,33,24.066,120.541519,09/10/2025,11,19,0.13,1.2,1.1,70,4.9,1.93,30.1,1.6,0.04,1.98,5,1,6.3,1_LC08_118043_20251001_31_0,0.250272097,0.019150952,0.152481226,40.49260538,-0.099495735,-0.100919884,0.16640274,-0.198423232,0.134318586,01/10/2025,1_LC08_118043_20251001,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
33,Changhua,33,24.066,120.541519,10/10/2025,30,35,0.3,1.4,1.3,71,14,2.12,29.7,1.6,0.08,2.2,8,0.7,9.6,1_LC08_118043_20251017_31_0,0.235665005,0.014435133,0.18002542,43.04586632,-0.154677204,-0.065229968,0.189460584,-0.217710562,0.14573813,17/10/2025,1_LC08_118043_20251017,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
33,Changhua,33,24.066,120.541519,11/10/2025,25,32,0.27,0.5,3,72,8.4,2.02,25.7,3.1,0.06,2.09,9,1.2,10.9,1_LC08_118043_20251017_31_0,0.235665005,0.014435133,0.18002542,43.04586632,-0.154677204,-0.065229968,0.189460584,-0.217710562,0.14573813,17/10/2025,1_LC08_118043_20251017,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
33,Changhua,33,24.066,120.541519,12/10/2025,31,22,0.28,0.7,2.1,78,14.2,2.1,21.4,2.3,0.1,2.2,15,3.4,19.1,1_LC08_118043_20251017_31_0,0.235665005,0.014435133,0.18002542,43.04586632,-0.154677204,-0.065229968,0.189460584,-0.217710562,0.14573813,17/10/2025,1_LC08_118043_20251017,24.066,120.541519,10,Changhua,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
33,Changhua,33,24.066,120.541519,05/01/2026,27,53,0.27,0.9,1.8,68,13.1,2.11,24,2.1,0.05,2.16,9,0.8,10.1,2_LC09_118043_20260113_31_0,0.183333138,0.041792428,0.092258437,27.09396698,-0.115930423,-0.00658739,0.113157447,-0.12242432,0.075056687,13/01/2026,2_LC09_118043_20260113,24.066,120.541519,1,Changhua,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
33,Changhua,33,24.066,120.541519,06/02/2026,42,37,0.22,1,1.3,61,24.3,2.13,29.7,1.6,0.09,2.23,9,0.3,9.7,2_LC09_118043_20260214_31_0,0.207562948,0.028122092,0.127509311,34.26155492,-0.141536476,-0.017558784,0.138295848,-0.158700855,0.097872419,14/02/2026,2_LC09_118043_20260214,24.066,120.541519,2,Changhua,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
33,Changhua,33,24.066,120.541519,01/03/2026,24,30,0.26,0.9,2.1,50,11,2.08,15.8,2.1,0.08,2.16,9,1.8,11.2,1_LC08_118043_20260222_31_0,0.19592448,0.073223783,0.086321939,32.1560546,-0.122056625,-0.019754699,0.113354055,-0.141470212,0.080429272,22/02/2026,1_LC08_118043_20260222,24.066,120.541519,2,Changhua,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
33,Changhua,33,24.066,120.541519,02/03/2026,42,38,0.39,1,2.2,69,20.5,2.11,17.8,2.4,0.08,2.19,11,1.6,13.3,1_LC08_118043_20260222_31_0,0.19592448,0.073223783,0.086321939,32.1560546,-0.122056625,-0.019754699,0.113354055,-0.141470212,0.080429272,22/02/2026,1_LC08_118043_20260222,24.066,120.541519,2,Changhua,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
60,Chaozhou,60,22.523108,120.561175,11/05/2025,46,43,0.28,1.6,0.8,79,21.8,2.27,26.4,1.2,0.07,2.35,7,0.9,8.4,1_LC08_117044_20250519_57_0,0.191826128,0.004135606,0.352440049,49.44439976,-0.431103844,-0.039519925,0.455675283,-0.46273998,0.307938832,19/05/2025,1_LC08_117044_20250519,22.523108,120.561175,5,Chaozhou,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
60,Chaozhou,60,22.523108,120.561175,12/05/2025,43,33,0.27,1,1,81,20.5,2.23,20.6,1.2,0.07,2.29,7,1.7,8.8,1_LC08_117044_20250519_57_0,0.191826128,0.004135606,0.352440049,49.44439976,-0.431103844,-0.039519925,0.455675283,-0.46273998,0.307938832,19/05/2025,1_LC08_117044_20250519,22.523108,120.561175,5,Chaozhou,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
60,Chaozhou,60,22.523108,120.561175,05/04/2026,34,41,0.2,0.6,2,73,12.9,2.02,28.3,2.2,0.02,2.04,4,0.8,5,2_LC09_117044_20260412_57_0,0.173856913,0.02647038,0.312903484,42.96041582,-0.434516185,0.0092704,0.420933856,-0.426965661,0.263373328,12/04/2026,2_LC09_117044_20260412,22.523108,120.561175,4,Chaozhou,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",7
60,Chaozhou,60,22.523108,120.561175,01/05/2026,40,34,0.24,1.1,1.4,69,20.5,2.08,19,1.5,0.05,2.13,8,1.6,9.7,1_LC08_117045_20260506_57_0,0.195691363,-0.043153505,0.438551621,47.01076952,-0.457845754,-0.076591218,0.535996517,-0.516330818,0.363921115,06/05/2026,1_LC08_117045_20260506,22.523108,120.561175,5,Chaozhou,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",5
60,Chaozhou,60,22.523108,120.561175,02/05/2026,45,42,0.33,0.5,1.1,75,24.8,2.2,23.3,1.4,0.05,2.25,7,1.3,8.3,1_LC08_117045_20260506_57_0,0.195691363,-0.043153505,0.438551621,47.01076952,-0.457845754,-0.076591218,0.535996517,-0.516330818,0.363921115,06/05/2026,1_LC08_117045_20260506,22.523108,120.561175,5,Chaozhou,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",4
60,Chaozhou,60,22.523108,120.561175,03/05/2026,49,23,0.34,0.6,0.8,90,30.4,2.2,21.6,1.2,0.06,2.27,9,1.2,10.9,1_LC08_117045_20260506_57_0,0.195691363,-0.043153505,0.438551621,47.01076952,-0.457845754,-0.076591218,0.535996517,-0.516330818,0.363921115,06/05/2026,1_LC08_117045_20260506,22.523108,120.561175,5,Chaozhou,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",3
60,Chaozhou,60,22.523108,120.561175,05/05/2026,44,41,0.28,0.8,1,74,21.1,2.2,26.7,1.3,0.05,2.25,7,0.5,7.8,1_LC08_117045_20260506_57_0,0.195691363,-0.043153505,0.438551621,47.01076952,-0.457845754,-0.076591218,0.535996517,-0.516330818,0.363921115,06/05/2026,1_LC08_117045_20260506,22.523108,120.561175,5,Chaozhou,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1
42,Chiayi,42,23.462778,120.4408333,08/04/2025,6,21,0.17,1,0.8,93,2.9,2.06,25.6,1.2,0.02,2.09,5,0.5,5.7,2_LC09_118044_20250416_40_0,0.136174763,-0.04490935,0.212330636,39.37149482,-0.207183246,-0.171308976,0.364099576,-0.36551909,0.212091602,16/04/2025,2_LC09_118044_20250416,23.462778,120.440833,4,Chiayi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
42,Chiayi,42,23.462778,120.4408333,09/04/2025,29,40,0.22,2,0.8,73,16.9,2.02,29.7,1,0.05,2.08,5,1,6.8,2_LC09_118044_20250416_40_0,0.136174763,-0.04490935,0.212330636,39.37149482,-0.207183246,-0.171308976,0.364099576,-0.36551909,0.212091602,16/04/2025,2_LC09_118044_20250416,23.462778,120.440833,4,Chiayi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
42,Chiayi,42,23.462778,120.4408333,10/04/2025,33,38,0.24,1.3,0.8,66,17.5,2.02,29.9,1.1,0.06,2.1,6,0.4,7,2_LC09_118044_20250416_40_0,0.136174763,-0.04490935,0.212330636,39.37149482,-0.207183246,-0.171308976,0.364099576,-0.36551909,0.212091602,16/04/2025,2_LC09_118044_20250416,23.462778,120.440833,4,Chiayi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
42,Chiayi,42,23.462778,120.4408333,11/04/2025,35,34,0.28,1.9,2.1,72,15.5,2.08,24.7,2.3,0.08,2.17,10,0.4,11.4,2_LC09_118044_20250416_40_0,0.136174763,-0.04490935,0.212330636,39.37149482,-0.207183246,-0.171308976,0.364099576,-0.36551909,0.212091602,16/04/2025,2_LC09_118044_20250416,23.462778,120.440833,4,Chiayi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
42,Chiayi,42,23.462778,120.4408333,12/04/2025,49,29,0.31,2.3,1.7,62,19,2.06,19.6,2,0.09,2.16,14,1.4,15.6,2_LC09_118044_20250416_40_0,0.136174763,-0.04490935,0.212330636,39.37149482,-0.207183246,-0.171308976,0.364099576,-0.36551909,0.212091602,16/04/2025,2_LC09_118044_20250416,23.462778,120.440833,4,Chiayi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
